sizes,probs,cells
29.2,0.04,4050
78.4,0.4,3500
17.8,0.12,300
23.4,0.91,4250
35.6,0.77,2850
44.8,0.36,2850
4,0.6,3450
11,0.02,200
77,0.22,3650
87.4,0.03,4450
62.2,0.46,4100
36.4,0.59,1450
2.6,0.66,2150
79,0.14,3850
73.2,0.55,3250
36.8,0.66,4900
19.4,0.53,4700
50.4,0.27,3550
6.6,0.35,1750
24.2,0.96,400
21.4,0.98,2150
79.2,0.91,850
92,0.67,3050
94.6,0.23,2500
95.8,0.49,3400
98.8,0.89,2550
4.4,0.85,1150
84,0.18,450
31,0.17,4150
16,0.87,1000
61.2,0.89,600
8,0.47,400
68.4,0.99,4500
89.2,0.75,3700
20.6,0.6,3350
17.2,0.56,4800
34.8,0.33,1700
7.4,0.65,2000
67.4,0.45,850
50,0.35,2250
87.6,0.92,2950
11.8,0.97,4200
47.6,0.12,1300
19.8,0.4,1800
59.6,0.07,3600
48.8,0.58,4400
89.4,0.94,3800
37.8,0.88,2750
60.4,0.46,2950
82.2,0.34,4650
36.8,0.82,2700
77.6,0.38,3650
66.2,0.33,2900
30.8,0.72,1450
99.2,0.19,2300
71.8,0.11,650
88.8,0.87,450
92.6,0.29,300
13.4,0.45,3600
66.4,0.46,4300
99,0.23,2250
49,0.46,1300
35.6,0.65,2400
65.2,0.9,3450
92.8,0.33,4450
42.6,0.36,350
47.4,0.73,4450
33,0.71,4300
87,0.6,2450
50.8,0.34,3350
72.8,0.98,2100
64.8,0.24,4850
67.6,0.87,4800
90.2,0.71,300
10.2,0.95,1500
43.2,0.55,3350
17.8,0.81,550
2,0.2,500
69.2,0.98,1800
11.4,0.88,4550
68.2,0.92,4200
81,0.93,200
9.8,0.34,3450
39,0.13,650
95,0.81,4800
14.8,0.46,3750
99.2,0.13,250
66.8,0.7,2350
25.2,0.38,4150
14,0.38,3150
10.4,0.03,5000
85.4,0.96,4450
45.4,0.76,2000
66.8,0.76,700
61.2,0.39,1600
20.8,0.14,300
33.6,0.57,1600
39.4,0.5,3350
16.4,0.78,4300
43.2,0.03,2600
14.4,0.87,4050
80.2,0.45,3500
79.2,0.95,300
24.6,0.37,4250
65,0.21,2850
97.2,0.19,2850
30.8,0.32,3450
40.6,0.79,200
57.8,0.45,3650
11.2,0.06,4450
10.4,0.92,4100
59,0.74,1450
60.6,0.63,2150
9.8,0.41,3850
0.4,0.31,3250
21.2,0.97,4900
54.6,0.16,4700
91,0.08,3550
100,0.73,1750
88.2,0.25,400
39.8,0.35,2150
57.6,0.73,850
55,0.37,3050
29,0.04,2500
42.8,0.48,3400
89.4,0.52,2550
66.2,0.93,1150
41.6,0.3,450
41.8,0.91,4150
56.8,0.17,1000
46.4,0.9,600
96.2,0.1,400
51.8,0.39,4500
14.4,0.74,3700
12.2,0.31,3350
50,0.58,4800
2.2,0.63,1700
50.6,0.87,2000
93.8,0.06,850
57,0.82,2250
44.4,0.81,2950
40,0.43,4200
6.6,0.29,1300
93.8,0.94,1800
15.2,0.6,3600
34.2,0.21,4400
80.6,0.51,3800
88.8,0.05,2750
48.4,0.05,2950
57,0.44,4650
26.6,0.07,2700
83.6,0.05,3650
88.4,0.2,2900
48.2,0.01,1450
84.2,0.2,2300
64.6,0.03,650
78.2,0.19,450
74.8,0.38,300
17.4,0.17,3600
28.8,0.91,4300
65.8,0.62,2250
29.2,0.07,1300
82.8,0.85,2400
19,0.75,3450
62.6,0.37,4450
89.8,0.59,350
74.6,0.57,4450
95.6,0.89,4300
39.4,0.82,2450
4.2,0.8,3350
84.6,0.41,2100
40.4,0.19,4850
41.6,0.75,4800
44,0.05,300
94.8,0.21,1500
44.4,0.69,3350
11.4,0.81,550
72.6,0.78,500
69.6,0.97,1800
3.8,0.84,4550
88,0.45,4200
87,0.54,200
93.4,0.13,3450
13,0.63,650
65.2,0.82,4800
77.4,0.42,3750
11.2,0.46,250
49.2,0.56,2350
88.6,0.21,4150
45.6,0.1,3150
52.2,0.27,5000
11.6,0.44,4450
8.8,0.15,2000
90,0.93,700
20.4,0.31,1600
34.4,0.02,300
39,0.09,1600
36.6,0.92,3350
93.6,0.26,4300
96.4,0.38,2600
30.2,0.83,4050
65.6,0.49,3500
30.6,0.86,300
31.4,0.81,4250
56.2,0.85,2850
93.2,0.74,2850
29.2,0.69,3450
83.4,0.94,200
11.6,0.76,3650
37.2,0.76,4450
32,0.1,4100
27.6,0.14,1450
6.6,0.52,2150
4.8,0.81,3850
53.6,0.54,3250
8.4,0.51,4900
4.4,0.09,4700
31.6,0.68,3550
48,0.72,1750
61.6,0.89,400
21.8,0.09,2150
99.6,0.63,850
57.8,0.19,3050
8.6,0.68,2500
46.2,0.37,3400
49.2,0.13,2550
95.4,0.19,1150
28.6,0.72,450
91.4,0.02,4150
39.4,0.2,1000
2.4,0.9,600
70.2,0.16,400
97,0.44,4500
24.8,0.75,3700
69.2,0.7,3350
96,0.39,4800
13.8,0.63,1700
71.4,0.95,2000
91.4,0.58,850
88.4,0.27,2250
86.8,0.89,2950
96.8,0.86,4200
31.4,0.61,1300
52.2,0.3,1800
90.6,0.92,3600
43.6,0.44,4400
31,0.81,3800
79.2,0.58,2750
80.2,0.62,2950
9.6,0.56,4650
78.6,0.34,2700
17,0.62,3650
55.8,0.51,2900
32.2,0.84,1450
85.8,0.21,2300
98.6,0.61,650
30.4,0.84,450
63.8,0.44,300
60,0.84,3600
67.6,0.72,4300
4.2,0.58,2250
91,0.97,1300
59.8,0.02,2400
67.6,0.94,3450
30,0.35,4450
75.8,0.03,350
60.6,0.58,4450
3.4,0.26,4300
43.6,0.19,2450
99.4,0.7,3350
94.6,0.29,2100
95.4,0.87,4850
81.6,0.26,4800
74.6,0.32,300
15.4,0.08,1500
12.4,0.78,3350
22.2,0.56,550
13,0.45,500
36.6,0.72,1800
84,0.56,4550
69.2,0.25,4200
71.4,0.07,200
22.2,0.8,3450
20.4,0.94,650
92.2,0.41,4800
55.2,0.78,3750
3,0.19,250
3.8,0.4,2350
9.2,0.16,4150
86,0.89,3150
64,0.67,5000
11.2,0.11,4450
90.8,0.9,2000
23,0.61,700
7.4,0.08,1600
37.2,0.5,300
59.8,0.68,1600
2.8,0.83,3350
55.4,0.02,4300
31,0.82,2600
54.6,0.87,4050
48.2,0.72,3500
79,0.25,300
69.8,0.96,4250
61.2,0.22,2850
55,0.83,2850
54.4,0.12,3450
31.8,0.31,200
83.6,0.22,3650
68.8,0.27,4450
5.2,0.75,4100
57,0.23,1450
23,0.66,2150
67.6,0.8,3850
4,0.63,3250
96.2,0.74,4900
12.8,0.2,4700
87,0.01,3550
39,0.38,1750
37.4,0.78,400
11,0.55,2150
0.4,0.43,850
10.4,0.81,3050
73.4,0.71,2500
6.6,0.45,3400
37.6,0.84,2550
89,0.54,1150
95.4,0.91,450
69.6,0.19,4150
84,0.89,1000
17.8,0.88,600
74,0.69,400
98.6,0.38,4500
91.6,0.3,3700
16.4,0.8,3350
97.4,0.83,4800
55.8,0.22,1700
55.4,0.53,2000
21.2,0.58,850
62.8,0.99,2250
44.2,0.45,2950
42.2,0.17,4200
88.4,0.65,1300
5.8,0.1,1800
77.8,0.19,3600
57,0.72,4400
30.2,0.49,3800
87.8,0.94,2750
44.8,0.07,2950
48.6,0.36,4650
62.2,0.41,2700
78.8,0.17,3650
81.6,0.12,2900
4,0.21,1450
92.4,0.77,2300
38.2,0.06,650
73,0.82,450
65.6,0.22,300
42.4,0.38,3600
6.6,0.08,4300
24.4,0.14,2250
23,0.07,1300
34.6,0.06,2400
54.4,0.01,3450
64,0.87,4450
1.8,0.44,350
58.6,0.16,4450
83,0.22,4300
19.4,0.51,2450
67.6,0.22,3350
35.2,0.62,2100
9.4,0.34,4850
27.8,0.66,4800
24.6,0.2,300
27.2,0.03,1500
69.6,0.93,3350
68,0.22,550
83.6,0.61,500
75.8,0.18,1800
27,0.47,4550
71.8,0.51,4200
73.6,0.23,200
13.8,0.54,3450
27.2,0.44,650
82,0.33,4800
14.6,0.37,3750
34.6,0.16,250
66.8,0.62,2350
65,0.3,4150
63.4,0.74,3150
6.8,0.78,5000
64,0.4,4450
46.2,0.51,2000
70.6,0.18,700
1,0.78,1600
22.4,0.01,300
8.2,0.75,1600
49.4,0.17,3350
81,0.76,4300
48.6,0.47,2600
38.2,0.29,4050
77.2,0.97,3500
12.8,0.2,300
99.2,0.83,4250
90.6,0.82,2850
52.4,0.09,2850
57.2,0.19,3450
97.2,0.6,200
81.2,0.3,3650
56,0.88,4450
89.4,0.71,4100
44,0.65,1450
22.4,0.72,2150
29.8,0.66,3850
86.4,0.71,3250
66.8,0.61,4900
61,0.97,4700
19.2,0.56,3550
15.2,0.49,1750
59.6,0.54,400
11.6,0.21,2150
92.6,0.43,850
87.6,0.73,3050
42.4,0.01,2500
31.2,0.78,3400
33.4,0.74,2550
24.2,0.73,1150
28.8,0.16,450
81.4,0.1,4150
18.6,0.02,1000
97.6,0.19,600
58.2,0.52,400
98.4,0.47,4500
59,0.71,3700
89.4,0.27,3350
73.2,0.82,4800
66.8,0.22,1700
84,0.9,2000
86.6,0.74,850
2.8,0.56,2250
48.8,0.75,2950
62,0.25,4200
82.2,0.07,1300
42.4,0.38,1800
52.8,0.18,3600
9.4,0.28,4400
85.8,0.92,3800
55.4,0.14,2750
35,0.04,2950
98.8,0.22,4650
7.2,0.71,2700
71.6,0.05,3650
98.4,0.16,2900
26,0.83,1450
65.2,0.41,2300
53.8,0.44,650
75.4,0.84,450
18.2,0.83,300
26.2,0.02,3600
23.4,0.1,4300
94.6,0.71,2250
49.4,0.4,1300
2.8,0.88,2400
81.6,0.97,3450
6.2,0.77,4450
93,0.62,350
59,0.87,4450
27,0.21,4300
47.6,0.31,2450
8.2,0.55,3350
21.6,0.22,2100
43.4,0.6,4850
30.2,0.75,4800
71.8,0.03,300
37,0.46,1500
90.2,0.68,3350
12.8,0.34,550
95.8,0.78,500
31.6,0.27,1800
47.2,0.05,4550
52.2,0.94,4200
99.8,0.95,200
21,0.32,3450
25.4,0.76,650
17.2,0.77,4800
57.8,0.98,3750
83.8,0.83,250
21.2,0.44,2350
55.8,0.77,4150
3,0.49,3150
96.8,0.44,5000
50.4,0.28,4450
70.4,0.14,2000
81.8,0.28,700
11.6,0.92,1600
82.2,0.18,300
70,0.81,1600
96.2,0.57,3350
34.4,0.74,4300
39,0.78,2600
32.2,0.83,4050
80.2,0.29,3500
49.2,0.69,300
59.6,0.37,4250
17.2,0.82,2850
24.2,0.43,2850
34.8,0.61,3450
17,0.67,200
55.6,0.07,3650
55.6,0.76,4450
87.2,0.22,4100
58.6,0.3,1450
16.4,0.93,2150
26.2,0.92,3850
22,0.79,3250
89.6,0.57,4900
41.2,0.67,4700
49,0.49,3550
71.6,0.09,1750
74.6,0.6,400
97.8,0.9,2150
38.4,0.86,850
85.8,0.42,3050
12,0.35,2500
10,0.83,3400
54,0.66,2550
43.4,0.61,1150
27.8,0.75,450
92.4,0.18,4150
80.6,0.75,1000
2.2,0.49,600
52.4,0.65,400
49.8,0.82,4500
89.4,0.26,3700
15.8,0.64,3350
72.6,0.55,4800
87.2,0.74,1700
39.8,0.6,2000
34.6,0.1,850
79.6,0.96,2250
6,0.87,2950
86.2,0.32,4200
17.8,0.68,1300
84.4,0.51,1800
39.6,0.78,3600
48.2,0.49,4400
6.4,0.16,3800
66.4,0.28,2750
83.8,0.32,2950
48.2,0.24,4650
67.2,0.11,2700
54.8,0.21,3650
81.6,0.76,2900
89.8,0.54,1450
47.8,0.85,2300
3.6,0.38,650
63.4,0.86,450
56.2,0.63,300
16,0.23,3600
2.4,0.68,4300
75.4,0.99,2250
83.4,0.25,1300
93.4,0.66,2400
52,0.33,3450
13,0.57,4450
23.6,0.84,350
28,0.04,4450
9.4,0.46,4300
71.4,0.01,2450
55.8,0.17,3350
57.2,0.29,2100
9.8,0.23,4850
50.2,0.96,4800
25.8,0.25,300
77.4,0.82,1500
3.4,0.23,3350
50.8,0.97,550
9.4,0.68,500
21.8,0.9,1800
10.2,0.78,4550
35.6,0.01,4200
65.4,0.19,200
0.6,0.47,3450
97,0.55,650
18.4,0.36,4800
58.2,0.39,3750
61.8,0.04,250
61,0.4,2350
50.6,0.21,4150
29.6,0.9,3150
91,0.26,5000
96,0.23,4450
6.8,0.09,2000
58.6,0.37,700
77.8,0.44,1600
52.2,0.96,300
63.8,0.99,1600
43.8,0.2,3350
0.2,0.03,4300
71.4,0.81,2600
53.8,0.67,4050
76.4,0.86,3500
20.2,0.6,300
3.4,0.79,4250
72.4,0.37,2850
16.4,0.62,2850
78.6,0.52,3450
96.4,0.08,200
72,0.42,3650
10.4,0.51,4450
63.8,0.41,4100
62.2,0.5,1450
77,0.7,2150
1.2,0.28,3850
33.2,0.5,3250
95.6,0.54,4900
22,0.13,4700
27.4,0.43,3550
2,0.34,1750
66.8,0.24,400
61.8,0.68,2150
66,0.32,850
90.2,0.76,3050
90,0.19,2500
9.8,0.49,3400
42,0.3,2550
1.8,0.48,1150
49.2,0.42,450
70.6,0.74,4150
79.2,0.09,1000
52.8,0.75,600
11.2,0.58,400
38.2,0.45,4500
86,0.09,3700
7,0.67,3350
31,0.68,4800
67,0.76,1700
44.8,0.4,2000
37.8,0.72,850
4,0.51,2250
14,0.54,2950
92.6,0.96,4200
1,0.63,1300
35.2,0.57,1800
16.2,0.46,3600
97,0.63,4400
12.4,0.64,3800
10.2,0.94,2750
14.2,0.57,2950
60.4,0.65,4650
22.4,0.07,2700
19.8,0.7,3650
87.2,0.99,2900
67.6,0.08,1450
4.2,0.73,2300
83.4,0.35,650
85.6,0.58,450
17.6,0.66,300
44,0.23,3600
63.6,0.62,4300
20.6,0.89,2250
35.2,0.94,1300
4.8,0.86,2400
26,0.32,3450
91.2,0.05,4450
91,0.26,350
54.8,0.83,4450
33,0.97,4300
56.4,0.34,2450
1.8,0.74,3350
77,0.93,2100
39.4,0.98,4850
59.6,0.17,4800
81.2,0.08,300
78.4,0.56,1500
92.6,0.9,3350
12.2,0.08,550
62.8,0.45,500
94.8,0.78,1800
19.4,0.58,4550
51.2,0.07,4200
16,0.03,200
27.8,0.63,3450
19.2,0.88,650
84.2,0.32,4800
2,0.21,3750
35,0.12,250
83.4,0.69,2350
28,0.95,4150
96,0.05,3150
96,0.47,5000
24.2,0.24,4450
75,0.38,2000
69.8,0.12,700
62.4,0.54,1600
41.4,0.41,300
62,0.99,1600
27.2,0.05,3350
15.8,0.32,4300
35,0.51,2600
95,0.85,4050
36.6,0.01,3500
45,0.11,300
38.8,0.68,4250
39,0.91,2850
69.6,0.98,2850
85.4,0.21,3450
27.2,0.4,200
97.6,0.77,3650
98,0.75,4450
53.8,0.81,4100
43,0.19,1450
49.6,0.55,2150
12.2,0.4,3850
98.6,0.86,3250
56.8,0.97,4900
79.4,0.09,4700
10.6,0.49,3550
99.6,0.1,1750
66,0.96,400
82,0.15,2150
77.8,0.75,850
49.8,0.56,3050
40.2,0.95,2500
57.8,0.3,3400
36.6,0.59,2550
55.2,0.29,1150
36.2,0.97,450
23.2,0.69,4150
55,0.17,1000
43.6,0.28,600
83.2,0.66,400
4.2,0.99,4500
14.4,0.66,3700
97.8,0.41,3350
89.4,0.71,4800
33.8,0.78,1700
43,0.22,2000
38.8,0.89,850
12,0.69,2250
30.6,0.42,2950
80.6,0.28,4200
97.4,0.35,1300
5.6,0.8,1800
52.8,0.39,3600
23.8,0.49,4400
37.2,0.34,3800
21.2,0.49,2750
12,0.93,2950
83.8,0.89,4650
25,0.58,2700
57.6,0.67,3650
62.8,0.58,2900
49,0.01,1450
45,0.51,2300
42.4,0.62,650
73.6,0.1,450
15,0.54,300
24,0.29,3600
40.8,0.85,4300
64.4,0.2,2250
78.4,0.55,1300
70.4,0.41,2400
61.2,0.58,3450
47,0.7,4450
16,0.22,350
75,0.71,4450
15,0.37,4300
57.8,0.91,2450
67.2,0.54,3350
40,0.39,2100
74,0.56,4850
29.6,0.6,4800
52.2,0.08,300
53,0.72,1500
12.8,0.4,3350
14.4,0.95,550
36,0.11,500
50.4,0.16,1800
62.8,0.21,4550
37.4,0.3,4200
80.2,0.86,200
57,0.04,3450
73.2,0.18,650
33.8,0.59,4800
69.6,0.31,3750
98,0.15,250
77,0.12,2350
97.6,0.41,4150
6.6,0.04,3150
92,0.6,5000
47.4,0.17,4450
21,0.9,2000
90.4,0.07,700
7,0.82,1600
8.2,0.53,300
10.8,0.82,1600
75.8,0.02,3350
40.2,0.93,4300
31.4,0.59,2600
88.6,0.48,4050
56.6,0.13,3500
85.4,0.16,300
27.2,0.47,4250
32.4,0.62,2850
68.6,0.97,2850
14.4,0.89,3450
92.2,0.79,200
83,0.86,3650
55.8,0.49,4450
74.6,0.74,4100
24.4,0.03,1450
67.6,0.81,2150
100,0.41,3850
95.4,0.46,3250
48.6,0.63,4900
23.8,0.57,4700
52,0.23,3550
9.8,0.25,1750
74.8,0.01,400
44.8,0.03,2150
17.6,0.28,850
35.6,0.17,3050
17.2,0.24,2500
81.8,0.28,3400
16.6,0.95,2550
25,0.52,1150
52.8,0.67,450
7.6,0.84,4150
41.6,0.03,1000
0.6,0.32,600
53,0.66,400
89.2,0.12,4500
27,0.85,3700
44.8,0.98,3350
4.6,0.07,4800
94,0.88,1700
56.4,0.58,2000
16.2,0.76,850
13.2,0.82,2250
52,0.37,2950
54.4,0.34,4200
37,0.39,1300
46,0.08,1800
83.8,0.66,3600
94.6,0.06,4400
30,0.98,3800
68,0.89,2750
79.2,0.69,2950
74.6,0.63,4650
32.8,0.2,2700
87.8,0.85,3650
60,0.19,2900
54.6,0.48,1450
54.2,0.08,2300
44.6,0.36,650
12,0.58,450
83,0.78,300
94.8,0.38,3600
71.8,0.5,4300
71.6,0.12,2250
19.6,0.18,1300
5.2,0.04,2400
86.6,0.52,3450
73.4,0.76,4450
32.2,0.49,350
56.4,0.52,4450
76.4,0.75,4300
86.4,0.51,2450
81.2,0.78,3350
4.6,0.3,2100
60,0.5,4850
65.6,0.87,4800
69,0.91,300
47,0.39,1500
14.4,0.64,3350
39,0.19,550
20,0.41,500
40.2,0.24,1800
8.6,0.29,4550
95,0.09,4200
41.2,0.09,200
7.4,0.88,3450
11,0.55,650
61,0.54,4800
36.2,0.78,3750
70.2,0.34,250
39.4,0.3,2350
83,0.4,4150
58.4,0.24,3150
61.4,0.59,5000
73.4,0.02,4450
33.6,0.89,2000
74,0.24,700
54,0.34,1600
76.2,0.82,300
10.6,0.51,1600
92,0.46,3350
42,0.39,4300
61,0.52,2600
71.4,0.22,4050
49.8,0.95,3500
88.8,0.18,300
65,0.1,4250
26,0.9,2850
30.6,0.79,2850
70.4,0.31,3450
21,0.47,200
88.8,0.12,3650
26.8,0.79,4450
84.6,0.68,4100
67.6,0.22,1450
8.8,0.21,2150
57.4,0.08,3850
93,0.22,3250
67.2,0.06,4900
81.2,0.91,4700
56.2,0.47,3550
21.8,0.19,1750
90,0.09,400
43,0.91,2150
58.2,0.02,850
36.2,0.1,3050
58,0.02,2500
77.2,0.59,3400
38,0.05,2550
74.4,0.36,1150
11.2,0.42,450
3.8,0.7,4150
77.8,0.28,1000
3.2,0.01,600
71.8,0.51,400
68.8,0.44,4500
86.4,0.11,3700
31.8,0.89,3350
98.8,0.76,4800
52.4,0.19,1700
75.6,0.31,2000
71.6,0.29,850
28,0.28,2250
60.6,0.04,2950
69.8,0.73,4200
35,0.1,1300
98.8,0.68,1800
73.2,0.51,3600
17.4,0.35,4400
78.2,0.95,3800
14.8,0.46,2750
71.6,0.31,2950
69.8,0.31,4650
76.8,0.84,2700
27,0.72,3650
12.2,0.8,2900
31.2,0.07,1450
12,0.24,2300
21.2,0.27,650
44,0.13,450
8.8,0.01,300
85.2,0.71,3600
93.4,0.21,4300
46,0.8,2250
7.2,0.78,1300
64,0.99,2400
21.8,0.04,3450
50.4,0.66,4450
4.8,0.34,350
86.2,0.73,4450
20,0.86,4300
74.6,0.46,2450
56,0.17,3350
27.2,0.05,2100
53.2,0.71,4850
51.2,0.24,4800
36.6,0.64,300
44.6,0.71,1500
99.6,0.41,3350
47.6,0.47,550
30.2,0.23,500
13.4,0.97,1800
52.2,0.03,4550
72.2,0.15,4200
8,0.43,200
78.6,0.19,3450
2,0.36,650
33.2,0.45,4800
97,0.62,3750
71,0.92,250
8.6,0.96,2350
26.4,0.28,4150
38.6,0.16,3150
71.8,0.08,5000
48.8,0.54,4450
85.8,0.49,2000
13.2,0.31,700
69.8,0.5,1600
77.6,0.01,300
95.8,0.52,1600
26.6,0.35,3350
79.8,0.19,4300
50,0.48,2600
99,0.65,4050
28.2,0.01,3500
72.4,0.34,300
29.8,0.8,4250
9.2,0.06,2850
38.4,0.7,2850
98.6,0.26,3450
43,0.08,200
73.4,0.75,3650
53.8,0.06,4450
50.4,0.92,4100
59.6,0.14,1450
88.2,0.23,2150
61,0.44,3850
36.2,0.84,3250
32.2,0.81,4900
59.6,0.31,4700
62.8,0.28,3550
20,0.77,1750
29,0.42,400
9.8,0.16,2150
98.8,0.89,850
39.6,0.05,3050
54,0.59,2500
35,0.95,3400
23.6,0.45,2550
84.2,0.38,1150
6.4,0.7,450
14.2,0.07,4150
49.8,0.57,1000
0.4,0.27,600
10.2,0.57,400
1,0.16,4500
12.4,0.58,3700
36.8,0.56,3350
56.4,0.68,4800
40,0.33,1700
15,0.6,2000
75.8,0.2,850
20,0.79,2250
35.4,0.75,2950
20.2,0.94,4200
50.4,0.48,1300
11.4,0.73,1800
79.8,0.63,3600
17.8,0.77,4400
43.2,0.19,3800
78,0.76,2750
47.6,0.92,2950
68.4,0.45,4650
45.8,0.97,2700
59.2,0.47,3650
94.8,0.1,2900
69.2,0.78,1450
11.4,0.68,2300
93.4,0.06,650
57.6,0.55,450
92,0.57,300
35.8,0.59,3600
24.4,0.57,4300
39.2,0.36,2250
32,0.19,1300
62,0.57,2400
72.8,0.67,3450
65.4,0.44,4450
60.2,0.73,350
67.2,0.55,4450
80,0.16,4300
85,0.7,2450
85.6,0.3,3350
72.6,0.34,2100
0.2,0.14,4850
7.4,0.42,4800
97.6,0.01,300
37.6,0.89,1500
73.6,0.62,3350
88.8,0.64,550
32.4,0.7,500
34.8,0.88,1800
33.4,0.18,4550
48.8,0.63,4200
61.6,0.54,200
71.8,0.04,3450
16.8,0.13,650
31,0.33,4800
89,0.24,3750
46,0.15,250
45,0.5,2350
8,0.58,4150
29.2,0.82,3150
48.6,0.06,5000
25.6,0.46,4450
42,0.49,2000
85.6,0.12,700
18.4,0.85,1600
2.2,0.36,300
28.4,0.02,1600
0.4,0.79,3350
65.8,0.95,4300
5,0.73,2600
33.4,0.33,4050
26.2,0.62,3500
77,0.08,300
61.8,0.96,4250
92.8,0.46,2850
17.6,0.02,2850
25.8,0.22,3450
9.2,0.78,200
94.4,0.16,3650
50.4,0.68,4450
25.6,0.88,4100
47.4,0.27,1450
19,0.06,2150
46.4,0.92,3850
76.4,0.73,3250
75,0.89,4900
3.6,0.47,4700
96,0.53,3550
50,0.25,1750
92.8,0.32,400
24.8,0.78,2150
45.2,0.46,850
27.8,0.13,3050
76.8,0.22,2500
50.6,0.41,3400
40.8,0.16,2550
43.6,0.61,1150
90,0.25,450
76.8,0.97,4150
5.8,0.43,1000
45,0.57,600
41.2,0.27,400
2,0.56,4500
3.8,0.33,3700
30.2,0.86,3350
18.6,0.02,4800
83.4,0.89,1700
76.2,0.39,2000
91.4,0.49,850
29.6,0.05,2250
91.2,0.92,2950
10.2,0.19,4200
22.6,0.16,1300
11.8,0.43,1800
45.2,0.23,3600
67,0.77,4400
35.8,0.18,3800
1,0.07,2750
66.6,0.94,2950
1,0.51,4650
37.8,0.57,2700
93.6,0.47,3650
93.2,0.57,2900
50.2,0.23,1450
86,0.6,2300
2.2,0.88,650
82.6,0.12,450
37.4,0.4,300
62.2,0.31,3600
48.2,0.03,4300
94.4,0.38,2250
94.2,0.02,1300
71,0.69,2400
72.6,0.73,3450
77.8,0.41,4450
16,0.63,350
66.8,0.87,4450
48.8,0.81,4300
81.2,0.24,2450
33.6,0.47,3350
78.4,0.47,2100
74.2,0.43,4850
23.8,0.37,4800
23.6,0.88,300
23.4,0.36,1500
85.4,0.66,3350
17.4,0.65,550
93.2,0.12,500
3.8,0.68,1800
16.8,0.14,4550
78.8,0.4,4200
54.8,0.1,200
60.2,0.51,3450
81.2,0.48,650
79.2,0.64,4800
62.2,0.47,3750
79.4,0.03,250
45,0.92,2350
41.4,0.27,4150
39,0.54,3150
65.6,0.37,5000
2.4,0.19,4450
53,0.29,2000
90,0.68,700
95.8,0.71,1600
39.8,0.55,300
39,0.47,1600
94.4,0.68,3350
37.6,0.77,4300
89,0.17,2600
54.4,0.68,4050
38.6,0.79,3500
71.8,0.42,300
95.4,0.38,4250
94.4,0.58,2850
55.2,0.96,2850
69.4,0.82,3450
96,0.81,200
11.6,0.26,3650
55.4,0.91,4450
67.2,0.18,4100
46.2,0.1,1450
73.6,0.53,2150
60.8,0.7,3850
4.8,0.09,3250
44.4,0.01,4900
62.6,0.34,4700
100,0.48,3550
97.2,0.06,1750
77.8,0.16,400
36.6,0.07,2150
77.6,0.99,850
75.8,0.28,3050
36.4,0.09,2500
4.8,0.36,3400
21.6,0.14,2550
40,0.99,1150
69,0.21,450
11.4,0.79,4150
98.4,0.35,1000
58.6,0.33,600
26.8,0.26,400
5.8,0.96,4500
59,0.41,3700
56,0.15,3350
52.4,0.9,4800
0.8,0.22,1700
4.6,0.4,2000
0.4,0.46,850
57.4,0.93,2250
6,0.32,2950
25.2,0.41,4200
76.8,0.4,1300
38.2,0.84,1800
63,0.68,3600
76.4,0.53,4400
30.6,0.13,3800
25.2,0.59,2750
3.8,0.88,2950
62.6,0.39,4650
50,0.1,2700
26,0.49,3650
24.6,0.99,2900
76.8,0.2,1450
48.6,0.46,2300
67.2,0.67,650
28.4,0.05,450
81.2,0.97,300
4.2,0.45,3600
25.2,0.66,4300
83.4,0.5,2250
70,0.09,1300
96.6,0.41,2400
39,0.01,3450
32,0.55,4450
48.6,0.29,350
21.6,0.53,4450
44.4,0.27,4300
34.2,0.74,2450
34,0.91,3350
0.4,0.47,2100
68,0.87,4850
79,0.93,4800
96.8,0.3,300
4,0.7,1500
22.6,0.24,3350
37.8,0.73,550
77.4,0.32,500
8.4,0.11,1800
47,0.02,4550
77.6,0.21,4200
43.4,0.66,200
0.2,0.64,3450
83.6,0.85,650
38.4,0.55,4800
12.6,0.91,3750
57.8,0.94,250
95.6,0.64,2350
93.8,0.49,4150
83.2,0.44,3150
8.6,0.43,5000
69,0.66,4450
51.6,0.51,2000
62.8,0.81,700
27.8,0.43,1600
97.6,0.52,300
21.2,0.2,1600
2.4,0.15,3350
98,0.23,4300
17.8,0.05,2600
90.8,0.75,4050
45.2,0.9,3500
11.2,0.44,300
31.2,0.54,4250
96,0.21,2850
17.6,0.4,2850
93,0.68,3450
99.4,0.99,200
14.4,0.39,3650
41.2,0.47,4450
74.6,0.65,4100
87.6,0.89,1450
49.2,0.9,2150
1,0.74,3850
0.2,0.36,3250
1.8,0.26,4900
14.4,0.13,4700
42.8,0.13,3550
19.6,0.07,1750
60.2,0.46,400
55.4,0.51,2150
80.8,0.96,850
11.8,0.86,3050
27.8,0.13,2500
12.8,0.94,3400
10,0.35,2550
98.8,0.28,1150
79.6,0.97,450
78.4,0.04,4150
21.2,0.03,1000
39.2,0.9,600
1.6,0.28,400
80.8,0.39,4500
58,0.67,3700
68.4,0.88,3350
33.2,0.91,4800
94.8,0.26,1700
29,0.42,2000
19,0.2,850
57,0.16,2250
56.2,0.79,2950
34.6,0.32,4200
71.4,0.99,1300
16.2,0.35,1800
34.4,0.9,3600
66.8,0.68,4400
52.2,0.97,3800
17.2,0.48,2750
